index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,grains_class
1096,s__1474,desk,desk,2,desk,n03179701,desk.n.01,desk
1097,s__1476,desk,desk,2,desk,n03179701,desk.n.01,desk
1098,s__1486,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1099,s__1487,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1100,s__1490,partition,partition,1,otherstructure,n03894379,partition.n.01,partition
1101,s__1491,partition,partition,1,otherstructure,n03894379,partition.n.01,partition
1102,s__1492,partition,partition,1,otherstructure,n03894379,partition.n.01,partition
1103,s__1493,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1104,s__1494,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1105,s__1495,desk,desk,2,desk,n03179701,desk.n.01,desk
1106,s__1496,desk,desk,2,desk,n03179701,desk.n.01,desk
1107,s__1497,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1108,s__1498,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1109,s__1499,desk,desk,2,desk,n03179701,desk.n.01,desk
1110,s__1500,wood_board,wood_board,2,otherprop,n15101854,board.n.02,wood_board
1111,s__1501,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1112,s__1502,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1113,s__1503,single_bed,bed,2,bed,n04222210,single_bed.n.01,bed
1114,s__1504,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1115,s__1505,chair,chair,2,chair,n03001627,chair.n.01,chair
1116,s__1506,chair,chair,2,chair,n03001627,chair.n.01,chair
1117,s__1507,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1118,s__1508,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1119,s__1509,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1120,s__1510,desk,desk,2,desk,n03179701,desk.n.01,desk
1121,s__1511,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1122,s__1512,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1123,s__1513,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1124,s__1514,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
1125,s__1515,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1126,s__1516,desk,desk,2,desk,n03179701,desk.n.01,desk
1127,s__1517,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
1128,s__1518,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1129,s__1519,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1130,s__1520,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1131,s__1521,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1132,s__1522,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1133,s__1523,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1134,s__1524,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1135,s__1525,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1136,s__1526,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1137,s__1527,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1138,s__1528,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1139,s__1529,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1140,s__1531,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1141,s__1532,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1142,s__1533,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1143,s__1534,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1144,s__1535,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1145,s__1536,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1146,s__1537,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1147,s__1539,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1148,s__1540,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1150,s__1542,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,outdoor_lamp
1152,s__1544,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
1153,s__1545,grill,grill,2,otherprop,n03459591,grill.n.02,grill
1154,s__1546,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1155,s__1547,chair,chair,2,chair,n03001627,chair.n.01,chair
1156,s__1548,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
1157,s__1549,clock,clock,2,otherprop,n03046257,clock.n.01,clock
1158,s__1550,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1159,s__1551,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1160,s__1552,sink,sink,2,sink,n04223580,sink.n.01,sink
1161,s__1553,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
1162,s__1554,trash_can,trash_can,2,otherprop,n02946921,can.n.01,trash_can
1163,s__1555,shower,shower,2,shower_curtain,n04208936,shower.n.01,shower
1164,s__1556,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
1165,s__1557,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1166,s__1558,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
1167,s__1559,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
1168,s__1560,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1169,s__1561,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
1170,s__1562,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1171,s__1563,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1172,s__1631,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1173,s__1632,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1174,s__1633,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1175,s__1634,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1176,s__1635,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1177,s__1636,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1178,s__1637,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1179,s__1638,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1180,s__1639,fishbowl,toy,2,lamp,n03350204,fishbowl.n.02,toy
1181,s__1640,pet,pet,2,otherprop,n01318894,pet.n.01,pet
1182,s__1641,clock,clock,2,otherprop,n03046257,clock.n.01,clock
1183,s__1642,clock,clock,2,otherprop,n03046257,clock.n.01,clock
1184,s__1643,clock,clock,2,lamp,n03046257,clock.n.01,clock
1185,s__1644,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1186,s__1645,gramophone,household_appliance,2,otherprop,n03452267,gramophone.n.01,household_appliance
1187,s__1646,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1188,s__1647,rug,rug,2,floor_mat,n04118021,rug.n.01,rug
1189,s__1648,telephone,household_appliance,2,otherprop,n04401088,telephone.n.01,household_appliance
1190,s__1649,rifle_on_wall,household_appliance,2,otherprop,n03528263,home_appliance.n.01,household_appliance
1191,s__1650,pillow,pillow,2,pillow,n03938244,pillow.n.01,pillow
1192,s__1651,pillow,pillow,2,pillow,n03938244,pillow.n.01,pillow
1193,s__1652,pillow,pillow,2,pillow,n03938244,pillow.n.01,pillow
1194,s__1653,pillow,pillow,2,pillow,n03938244,pillow.n.01,pillow
1195,s__1654,pillow,pillow,2,pillow,n03938244,pillow.n.01,pillow
1196,s__1655,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1197,s__1656,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1198,s__1657,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1199,s__1658,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1200,s__1659,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1201,s__1660,cup,kitchenware,2,otherprop,n03797390,mug.n.04,kitchenware
1202,s__1661,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1203,s__1662,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1204,s__1663,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1206,s__1665,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1207,s__1666,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1208,s__1667,dining_table,table,2,table,n04379243,table.n.02,table
1209,s__1668,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1210,s__1669,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1211,s__1670,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,fireplace
1213,s__1672,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1214,s__1673,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
1215,s__1674,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1216,s__1675,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
1217,s__1676,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1218,s__1677,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1219,s__1678,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1220,s__1679,chair,chair,2,chair,n03001627,chair.n.01,chair
1221,s__1680,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
1222,s__1681,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
1223,s__1682,toilet,toilet,2,otherprop,n04446276,toilet.n.01,toilet
1224,s__1683,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1225,s__1684,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
1226,s__1685,sink,sink,2,sink,n04223580,sink.n.01,sink
1227,s__1686,sink,sink,2,sink,n04223580,sink.n.01,sink
1228,s__1687,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
1229,s__1688,mirror,mirror,2,otherprop,n03773035,mirror.n.01,mirror
1230,s__1689,sink,sink,2,sink,n04223580,sink.n.01,sink
1231,s__1690,sink,sink,2,sink,n04223580,sink.n.01,sink
1232,s__1691,sink,sink,2,sink,n04223580,sink.n.01,sink
1233,s__1692,sink,sink,2,sink,n04223580,sink.n.01,sink
1234,s__1693,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
1235,s__1694,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
1236,s__1695,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
1237,s__1696,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
1238,s__1697,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
1239,s__1698,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1240,s__1699,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1241,s__1700,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1242,s__1701,chair,chair,2,chair,n03001627,chair.n.01,chair
1243,s__1702,dining_table,table,2,table,n04379243,table.n.02,table
1244,s__1703,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1245,s__1704,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1246,s__1705,chair,chair,2,chair,n03001627,chair.n.01,chair
1247,s__1706,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1248,s__1707,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1249,s__1708,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1250,s__1709,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
1251,s__1710,chair,chair,2,chair,n03001627,chair.n.01,chair
1252,s__1711,chair,chair,2,chair,n03001627,chair.n.01,chair
1253,s__1712,chair,chair,2,chair,n03001627,chair.n.01,chair
1255,s__1714,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1256,s__1715,chair,chair,2,chair,n03001627,chair.n.01,chair
1257,s__1716,dining_table,table,2,table,n04379243,table.n.02,table
1258,s__1717,chair,chair,2,chair,n03001627,chair.n.01,chair
1259,s__1718,dining_table,table,2,table,n04379243,table.n.02,table
1260,s__1719,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
1261,s__1720,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1262,s__1721,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1263,s__1722,car,vehicle,2,otherprop,n02958343,car.n.01,vehicle
1264,s__1723,car,vehicle,2,otherprop,n02958343,car.n.01,vehicle
1265,s__1724,car,vehicle,2,otherprop,n02958343,car.n.01,vehicle
1266,s__1725,car,vehicle,2,otherprop,n02958343,car.n.01,vehicle
1267,s__1726,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1268,s__1727,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1269,s__1728,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1270,s__1730,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1272,s__1735,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1273,s__1736,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1274,s__1737,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1276,s__1739,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,something
1277,s__1741,dining_table,table,2,table,n04379243,table.n.02,table
1278,s__1742,game_table,recreation,2,table,n04379243,table.n.02,recreation
1279,s__1743,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1280,s__1744,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1281,s__1745,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1282,s__1746,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1283,s__1747,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,chair
1284,s__1748,chair,chair,2,chair,n03001627,chair.n.01,chair
1285,s__1749,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1286,s__1750,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1287,s__1751,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1288,s__1752,bicycle,vehicle,2,otherprop,n02834778,bicycle.n.01,vehicle
1289,s__1753,bicycle,vehicle,2,otherprop,n02834778,bicycle.n.01,vehicle
1290,s__1760,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1291,s__1761,chair,chair,2,chair,n03001627,chair.n.01,chair
1292,s__1762,door,door,2,door,n03221720,door.n.01,door
1293,s__1763,door,door,2,door,n03221720,door.n.01,door
1294,s__1764,door,door,2,door,n03221720,door.n.01,door
1295,s__1765,door,door,2,door,n03221720,door.n.01,door
1296,s__1766,door,door,2,door,n03221720,door.n.01,door
1297,s__1767,door,door,2,door,n03221720,door.n.01,door
1298,s__1768,door,door,2,door,n03221720,door.n.01,door
1299,s__1769,door,door,2,door,n03221720,door.n.01,door
1300,s__1770,door,door,2,door,n03221720,door.n.01,door
1301,s__1771,door,door,2,door,n03221720,door.n.01,door
1302,s__1772,door,door,2,door,n03221720,door.n.01,door
1303,s__1773,door,door,2,door,n03221720,door.n.01,door
1304,s__1774,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1305,s__1775,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1306,s__1776,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1307,s__1777,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1308,s__1778,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1319,s__1789,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1320,s__1790,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1321,s__1791,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1322,s__1792,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1323,s__1793,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1324,s__1794,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1325,s__1795,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1326,s__1796,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1327,s__1797,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1328,s__1798,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1329,s__1799,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1330,s__1800,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1331,s__1801,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1332,s__1802,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1333,s__1803,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1334,s__1804,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1335,s__1805,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1336,s__1806,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1337,s__1807,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1338,s__1808,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1339,s__1809,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1340,s__1810,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1341,s__1811,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1342,s__1812,vase,vase,2,otherprop,n04522168,vase.n.01,vase
1343,s__1813,magazines,magazines,2,otherprop,-,-,magazines
1344,s__1814,cellphone,household_appliance,2,otherprop,n02992529,cellular_telephone.n.01,household_appliance
1345,s__1815,camera,household_appliance,2,otherprop,n02942699,camera.n.01,household_appliance
1346,s__1816,ipad,household_appliance,2,otherprop,n03528263,home_appliance.n.01,household_appliance
1347,s__1817,tripod,tripod,2,otherprop,n04485082,tripod.n.01,tripod
1348,s__1818,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1349,s__1819,telephone,household_appliance,2,otherprop,n04401088,telephone.n.01,household_appliance
1350,s__1820,stationary_container,household_appliance,2,otherprop,n03528263,home_appliance.n.01,household_appliance
1351,s__1821,headphones_on_stand,household_appliance,2,otherprop,n03528263,home_appliance.n.01,household_appliance
1352,s__1822,helmet,household_appliance,2,otherprop,n03513137,helmet.n.02,household_appliance
1353,s__1823,shoes,shoes,2,picture,n04199027,shoe.n.01,shoes
1354,s__1824,cup,kitchenware,2,otherprop,n03797390,mug.n.04,kitchenware
1355,s__1825,food_tray,kitchenware,2,otherprop,n04476259,tray.n.01,kitchenware
1356,s__1826,jug,kitchenware,2,otherprop,n03603722,jug.n.01,kitchenware
1357,s__1827,containers,kitchenware,2,otherprop,n03094503,container.n.01,kitchenware
1358,s__1828,utensil_holder,kitchenware,2,otherprop,n03525454,holder.n.01,kitchenware
1359,s__1829,spoon,kitchenware,2,otherprop,n04284002,spoon.n.01,kitchenware
1360,s__1830,knife,kitchenware,2,otherprop,n03624134,knife.n.02,kitchenware
1361,s__1831,fork,kitchenware,2,otherprop,n03384167,fork.n.04,kitchenware
1362,s__1832,teapot,kitchenware,2,otherprop,n04398044,teapot.n.01,kitchenware
1363,s__1833,cup,kitchenware,2,otherprop,n03797390,mug.n.04,kitchenware
1364,s__1834,jug,kitchenware,2,otherprop,n03603722,jug.n.01,kitchenware
1365,s__1835,container,kitchenware,2,otherprop,n03094503,container.n.01,kitchenware
1366,s__1836,fruit_bowl,kitchenware,2,otherprop,n02880940,bowl.n.03,kitchenware
1367,s__1837,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1368,s__1838,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1369,s__1839,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1370,s__1840,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1371,s__1841,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1372,s__1842,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1373,s__1843,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
1374,s__1844,bread,kitchenware,2,otherprop,n07679356,bread.n.01,kitchenware
1375,s__1845,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1376,s__1846,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1377,s__1847,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1378,s__1848,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1379,s__1849,mortar_and_pestle,kitchenware,2,otherprop,-,-,kitchenware
1380,s__1850,food,kitchenware,2,otherprop,n00021265,food.n.01,kitchenware
1381,s__1851,place_setting,kitchenware,2,otherprop,n03953743,place_setting.n.01,kitchenware
1382,s__1852,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1383,s__1853,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1384,s__1854,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1385,s__1855,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1386,s__1856,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1387,s__1857,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1388,s__1858,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1389,s__1859,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1390,s__1860,candle,candle,2,lamp,n02948072,candle.n.01,candle
1391,s__1861,candle,candle,2,lamp,n02948072,candle.n.01,candle
1392,s__1862,candle,candle,2,lamp,n02948072,candle.n.01,candle
1393,s__1863,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1394,s__1864,candle,candle,2,lamp,n02948072,candle.n.01,candle
1395,s__1865,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1396,s__1866,trinket,trinket,2,otherprop,n02787435,bangle.n.02,trinket
1397,s__1867,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1398,s__1868,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1399,s__1869,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1400,s__1870,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1401,s__1871,dining_table,table,2,table,n04379243,table.n.02,table
1402,s__1872,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1403,s__1873,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,bench_chair
1404,s__1874,dining_table,table,2,table,n04379243,table.n.02,table
1405,s__1875,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
1406,s__1876,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1407,s__1877,chair,chair,2,chair,n03001627,chair.n.01,chair
1408,s__1878,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
1409,s__1879,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1410,s__1880,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1411,s__1881,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1412,s__1882,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1413,s__1883,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1415,s__1885,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1416,s__1886,chair,chair,2,chair,n03001627,chair.n.01,chair
1417,s__1887,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
1418,s__1888,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1419,s__1889,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
1420,s__1890,hanger,hanger,2,cabinet,n03490884,hanger.n.02,hanger
1421,s__1891,hanger,hanger,2,cabinet,n03490884,hanger.n.02,hanger
1422,s__1892,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1423,s__1893,dining_table,table,2,table,n04379243,table.n.02,table
1424,s__1894,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1425,s__1895,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1426,s__1896,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1427,s__1897,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1428,s__1898,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1429,s__1899,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1430,s__1900,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1431,s__1901,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1432,s__1902,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1433,s__1903,curtain,curtain,2,curtain,n03151077,curtain.n.01,curtain
1434,s__1904,motorcycle,vehicle,2,otherprop,n03790512,motorcycle.n.01,vehicle
1435,s__1905,chair,chair,2,chair,n03001627,chair.n.01,chair
1436,s__1906,chair,chair,2,chair,n03001627,chair.n.01,chair
1437,s__1907,table,table,2,table,n04379243,table.n.02,table
1438,s__1908,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,bench_chair
1439,s__1909,chair,chair,2,chair,n03001627,chair.n.01,chair
1440,s__1910,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,fireplace
1441,s__1911,outdoor_spring,outdoor_spring,2,otherprop,n03388043,fountain.n.01,outdoor_spring
1442,s__1912,table,table,2,table,n04379243,table.n.02,table
1443,s__1913,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,outdoor_lamp
1444,s__1914,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1445,s__1915,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,bench_chair
1446,s__1916,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1447,s__1917,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,outdoor_lamp
1448,s__1918,chair,chair,2,chair,n03001627,chair.n.01,chair
1449,s__1919,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1450,s__1920,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,bench_chair
1451,s__1921,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1452,s__1922,partition,partition,1,otherstructure,n03894379,partition.n.01,partition
1453,s__1923,wood_board,wood_board,2,otherprop,n15101854,board.n.02,wood_board
1454,s__1924,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1455,s__1925,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1456,s__1926,bench_chair,bench_chair,2,chair,n03001627,chair.n.01,bench_chair
1457,s__1927,chair,chair,2,chair,n03001627,chair.n.01,chair
1458,s__1928,dining_table,table,2,table,n04379243,table.n.02,table
1459,s__1929,dining_table,table,2,table,n04379243,table.n.02,table
1460,s__1930,hanger,hanger,2,cabinet,n03490884,hanger.n.02,hanger
1461,s__1931,chair,chair,2,chair,n03001627,chair.n.01,chair
